Signatur;Geschäftstyp;Partei;Urheber/in;Titel;Beginn-Datum;Ende;Thema 1;Thema 2;Schwerpunkt;Geschäft;Status
19.5108;Schriftliche Anfrage;SVP;Messerli, Pascal;Schriftliche Anfrage Pascal Messerli betreffend Zustand von Brücken in Basel;2019-03-20;;Gestaltung & Infrastruktur;Bevölkerungsschutz;;https://grosserrat.bs.ch/index.php?option=com_gribs&view=geschaeft&laufnr=200109543;A
19.5105;Anzug;jgb;Vergeat, Jo;Anzug Jo Vergeat und Konsorten betreffend eine Zukunft für die Telefonkabine am «Barfi»;2019-03-20;;Gestaltung & Infrastruktur;Künste & Unterhaltung;;https://grosserrat.bs.ch/index.php?option=com_gribs&view=geschaeft&laufnr=200109537;B
19.5102;Anzug;SP;Gölgeli, Edibe;Anzug Edibe Gölgeli und Konsorten betreffend interkulturelle Sozialarbeit zur Prävention von Radikalisierung;2019-03-20;;Religion;Kinder, Jugendliche & Familien;Gesellschaftlicher Zusammenhalt;https://grosserrat.bs.ch/index.php?option=com_gribs&view=geschaeft&laufnr=200109534;B
19.5097;Motion;jgb;Vergeat, Jo;Motion Jo Vergeat und Konsorten betreffend Einführung einer Klimafolgenabschätzung für klimarelevante Geschäfte im Grossen Rat;2019-03-20;;Klima & Luft;Parlament & Regierung;Klimawandel;https://grosserrat.bs.ch/index.php?option=com_gribs&view=geschaeft&laufnr=200109528;B
19.5095;Motion;BastA!;Zürcher, Tonja;Motion Tonja Zürcher und Konsorten betreffend Massnahmenplan zur Klimaanpassung;2019-03-20;;Klima & Luft;;Klimawandel;https://grosserrat.bs.ch/index.php?option=com_gribs&view=geschaeft&laufnr=200109522;A
19.5077;Schriftliche Anfrage;Grüne;Lachenmeier, Michelle;Schriftliche Anfrage Michelle Lachenmeier betreffend stationäre Leistungen für behinderte Personen im AHV-Alter;2019-02-13;;Menschen mit Behinderung;Gesundheitsversorgung;;https://grosserrat.bs.ch/index.php?option=com_gribs&view=geschaeft&laufnr=200109508;A
19.5076;Anzug;SP;von Wartburg, Christian;Anzug Christian von Wartburg und Konsorten betreffend eine gesetzliche Grundlage um unbillige Nachteile, die jemandem in einem korrekt geführten Verfahren entstanden sind, durch die Zusprechung einer Geldsumme zu mildern;2019-03-20;;Verwaltung;;;https://grosserrat.bs.ch/index.php?option=com_gribs&view=geschaeft&laufnr=200109505;A
19.5058;Schriftliche Anfrage;SP;Miozzari, Claudio;Schriftliche Anfrage Claudio Miozzari betreffend Produktionsleitungen Tanz, Theater und Musik;2019-02-13;;Künste & Unterhaltung;Arbeitsmarkt;;https://grosserrat.bs.ch/index.php?option=com_gribs&view=geschaeft&laufnr=200109488;A
19.5051;Interpellation;;Christ, Katja;Interpellation Nr. 6 Katja Christ betreffend Einsatz von Zivildienstleistenden anstelle von Auszubildenden;2019-02-13;;Volksschulen & Tagesbetreuung;Arbeitsmarkt;;https://grosserrat.bs.ch/index.php?option=com_gribs&view=geschaeft&laufnr=200109479;A
19.5050;Anzug;Mitte;Knellwolf, Andrea Elisabeth;Anzug Andrea Elisabeth Knellwolf betreffend Verbesserung der Ausschilderung bei Baustellen;2019-03-20;;Verkehrssicherheit;Öffentlicher Verkehr;;https://grosserrat.bs.ch/index.php?option=com_gribs&view=geschaeft&laufnr=200109478;A
19.5033;Anzug;SP;Heer, Barbara;Anzug Barbara Heer und Konsorten betreffend Schaffung einer Projektförderung für soziale und kulturelle Projekte der Zivilgesellschaft, die der Auseinandersetzung mit Migration dienen;2019-02-13;;Migration & Integration;Künste & Unterhaltung;Gesellschaftlicher Zusammenhalt;https://grosserrat.bs.ch/index.php?option=com_gribs&view=geschaeft&laufnr=200109461;A
19.5028;Schriftliche Anfrage;BastA!;Bolliger, Oliver;Schriftliche Anfrage Oliver Bolliger betreffend Einführung von Ergänzungsleistungen für Familien (FamEL);2019-01-09;;Sozialhilfe;Kinder, Jugendliche & Familien;;https://grosserrat.bs.ch/index.php?option=com_gribs&view=geschaeft&laufnr=200109457;A
19.5029;Interpellation;BastA!;Zürcher, Tonja;Interpellation Nr. 1 Tonja Zürcher betreffend Verwaltungsratsvergütungen bei den öffentlichen Spitälern;2019-02-13;;Gesundheitsversorgung;Arbeitsmarkt;;https://grosserrat.bs.ch/index.php?option=com_gribs&view=geschaeft&laufnr=200109455;A
19.5026;Schriftliche Anfrage;SP;Baumgartner, Beda;Schriftliche Anfrage Beda Baumgartner betreffend Einsatz der Kantonspolizei Basel-Stadt beim World Economic Forum (WEF) in Davos;2019-01-09;;Polizei & Kriminalität;Grenzüberschreitende Zusammenarbeit;;https://grosserrat.bs.ch/index.php?option=com_gribs&view=geschaeft&laufnr=200109454;A
19.5014;Interpellation;SP;Mathys, Lisa;Interpellation Nr. 140 Lisa Mathys betreffend St. Alban-Rheinweg: 97 Parkplätze Potenzial für städtischen Lebensraum;2019-01-09;;Parkraumbewirtschaftung;Areale & Quartiere;;https://grosserrat.bs.ch/index.php?option=com_gribs&view=geschaeft&laufnr=200109438;A
19.5008;Interpellation;SP;Miozzari, Claudio;Interpellation Nr. 138 Claudio Miozzari betreffend Fachausschuss Tanz & Theater BS/BL sowie RegioSoundCredit;2019-01-09;;Künste & Unterhaltung;Grenzüberschreitende Zusammenarbeit;;https://grosserrat.bs.ch/index.php?option=com_gribs&view=geschaeft&laufnr=200109432;A
19.5006;Interpellation;;Ungricht, Andreas;Interpellation Nr. 136 Andreas Ungricht betreffend Rahmenabkommen mit der EU?;2019-01-09;;Grenzüberschreitende Zusammenarbeit;;;https://grosserrat.bs.ch/index.php?option=com_gribs&view=geschaeft&laufnr=200109430;A
19.5005;Interpellation;;Kölliker, Sebastian;Interpellation Nr. 135 Sebastian Kölliker betreffend Umsetzung der Verlagerung von stationären zu ambulanten Eingriffen im Spitalbereich;2019-01-09;;Gesundheitsversorgung;Sozialversicherungen und -leistungen;;https://grosserrat.bs.ch/index.php?option=com_gribs&view=geschaeft&laufnr=200109429;A
19.5003;Interpellation;SVP;Thüring, Joël;Interpellation Nr. 133 Joël Thüring betreffend gefährliche Doppelnutzung von Strassen durch Fussgänger und Zweiräder - widerspricht sich die Regierung mit der geplanten Neugestaltung der St. Alban-Vorstadt nicht selbst?;2019-01-09;;Veloverkehr;Verkehrssicherheit;;https://grosserrat.bs.ch/index.php?option=com_gribs&view=geschaeft&laufnr=200109427;A
19.5001;Interpellation;;Leuthardt, Beat;Interpellation Nr. 131 Beat Leuthardt betreffend Baustopp am Bahnhof SBB - Denkpause für ein flexibleres Tramnetz;2019-01-09;;Öffentlicher Verkehr;Areale & Quartiere;;https://grosserrat.bs.ch/index.php?option=com_gribs&view=geschaeft&laufnr=200109425;A
20.5454;Interpellation;LDP;Hug, Michael;Interpellation Nr. 140 Michael Hug betreffend Teilnahme von Basel-Stadt am digitalen Portal für kulturelle Schätze;2020-12-09;;Künste & Unterhaltung;Verwaltung;;https://grosserrat.bs.ch/index.php?option=com_gribs&view=geschaeft&laufnr=200110614;A
20.5449;Petition;;;"Petition P426 ""Basler Hauptpost soll nicht geschlossen werden""";2020-12-09;;Privatwirtschaft & Standort;Veloverkehr;;https://grosserrat.bs.ch/index.php?option=com_gribs&view=geschaeft&laufnr=200110610;A
20.5443;Motion;LDP;Ebi, Alex;Motion Alex Ebi und Konsorten betreffend Planung eines neuen Hallenbads und einer neuen Publikumssporthalle;2020-12-09;;Sport;;;https://grosserrat.bs.ch/index.php?option=com_gribs&view=geschaeft&laufnr=200110601;B
20.5439;Schriftliche Anfrage;SP;Miozzari, Claudio;Schriftliche Anfrage Claudio Miozzari betreffend postpartale Depression;2020-11-11;;Gesundheitsversorgung;Kinder, Jugendliche & Familien;;https://grosserrat.bs.ch/index.php?option=com_gribs&view=geschaeft&laufnr=200110600;A
20.5437;Petition;;;"Petition P425 ""Diskriminierungsfreie Schulen""";2020-12-09;;Volksschulen & Tagesbetreuung;Migration & Integration;Gesellschaftlicher Zusammenhalt;https://grosserrat.bs.ch/index.php?option=com_gribs&view=geschaeft&laufnr=200110596;B
20.5436;Petition;;;"Petition P424 ""Weiterführung des Betriebs der Kindertankstelle Oekolampad während der Wintermonate 2020/21""";2020-12-09;;Nutzung & Regulierung;Kinder, Jugendliche & Familien;;https://grosserrat.bs.ch/index.php?option=com_gribs&view=geschaeft&laufnr=200110595;A
20.5432;Anzug;;Grossenbacher, Thomas;Anzug Thomas Grossenbacher und Konsorten betreffend 1. August ohne offizielle Feuerwerke in Basel;2020-12-09;;Klima & Luft;Künste & Unterhaltung;Corona;https://grosserrat.bs.ch/index.php?option=com_gribs&view=geschaeft&laufnr=200110591;B
20.5424;Interpellation;;Häfliger, René;Interpellation Nr. 134 René Häfliger betreffend Steuergelder für aussichtslose Verfahren;2020-11-11;;Recht & Strafvollzug;;;https://grosserrat.bs.ch/index.php?option=com_gribs&view=geschaeft&laufnr=200110583;A
20.5419;Anzug;;;Anzug der Umwelt-, Verkehrs- und Energiekommission betreffend ergänzende Velomassnahmen zur Sanierung St. Jakobs-Strasse, Zeughaus - Birsstrasse;2020-12-09;;Veloverkehr;;;https://grosserrat.bs.ch/index.php?option=com_gribs&view=geschaeft&laufnr=200110578;B
20.5414;Schriftliche Anfrage;;Wyss, Sarah;Schriftliche Anfrage Sarah Wyss betreffend Maskenpflicht an Schulen;2020-11-11;;Gesundheitsförderung;Volksschulen & Tagesbetreuung;Corona;https://grosserrat.bs.ch/index.php?option=com_gribs&view=geschaeft&laufnr=200110572;A
20.5413;Anzug;;Vischer, Heiner;Anzug Heiner Vischer und Konsorten betreffend Feedback zu Kundenkontakt in der Verwaltung;2020-11-11;;Verwaltung;;;https://grosserrat.bs.ch/index.php?option=com_gribs&view=geschaeft&laufnr=200110570;B
20.5411;Interpellation;EVP;Widmer-Huber, Thomas;Interpellation Nr. 126 Thomas Widmer-Huber betreffend Aufbau dezentraler Corona-Testmöglichkeiten in Basel, Riehen und Bettingen;2020-11-11;;Gesundheitsversorgung;;Corona;https://grosserrat.bs.ch/index.php?option=com_gribs&view=geschaeft&laufnr=200110568;A
20.5409;Petition;;;"Petition P423 ""Roger Federer-Arena jetzt!""";2020-11-11;;Sport;;;https://grosserrat.bs.ch/index.php?option=com_gribs&view=geschaeft&laufnr=200110566;A
20.5387;Anzug;;Wyss, Sarah;Anzug Sarah Wyss und Georg Mattmüller betreffend ambulante (hauswirtschaftliche) Dienstleistungen bedarfsgerecht und qualitativ hochstehend sicherstellen;2020-11-11;;Gesundheitsversorgung;;;https://grosserrat.bs.ch/index.php?option=com_gribs&view=geschaeft&laufnr=200110538;B
20.5386;Interpellation;BastA!;Bolliger, Oliver;Interpellation Nr. 120 Oliver Bolliger betreffend Massnahmen zum Schutz vor synthetischen Cannabinoiden;2020-10-14;;Gesundheitsförderung;;;https://grosserrat.bs.ch/index.php?option=com_gribs&view=geschaeft&laufnr=200110537;A
20.5385;Schriftliche Anfrage;SVP;Hablützel-Bürki, Gianna;Schriftliche Anfrage Gianna Hablützel-Bürki betreffend Transparente Zahlen über Langzeit-Sozialhilfebezüger: Wer bezieht in Basel wie lange Sozialhilfe?;2020-10-14;;Sozialhilfe;Migration & Integration;;https://grosserrat.bs.ch/index.php?option=com_gribs&view=geschaeft&laufnr=200110536;A
20.5384;Interpellation;SP;Miozzari, Claudio;Interpellation Nr. 119 Claudio Miozzari betreffend Informatik im Erziehungsdepartement;2020-10-14;;Volksschulen & Tagesbetreuung;Kommunikationsinfrastruktur;Digitalisierung;https://grosserrat.bs.ch/index.php?option=com_gribs&view=geschaeft&laufnr=200110535;A
20.5380;Interpellation;;Bocherens, François;Interpellation Nr. 116 François Bocherens betreffend Notlage der Reisebranche aufgrund der Covid-19 Pandemie;2020-10-14;;Privatwirtschaft & Standort;;Corona;https://grosserrat.bs.ch/index.php?option=com_gribs&view=geschaeft&laufnr=200110531;A
20.5379;Interpellation;SVP;Schaller, Beat K.;Interpellation Nr. 115 Beat K. Schaller betreffend Basel goot dr Pfuus uus. Das Risiko, das keiner kennt;2020-10-14;;Energieversorgung;Bevölkerungsschutz;;https://grosserrat.bs.ch/index.php?option=com_gribs&view=geschaeft&laufnr=200110530;A
20.5378;Interpellation;LDP;Hug, Michael;Interpellation Nr. 114 Michael Hug betreffend fasnächtliches Üben ermöglichen;2020-10-14;;Künste & Unterhaltung;Lärm;;https://grosserrat.bs.ch/index.php?option=com_gribs&view=geschaeft&laufnr=200110529;A
20.5442;Anzug;GLP;Wüest-Rudin, David;Anzug David Wüest-Rudin und Konsorten betreffend Anpassung der Berechnung der Abgeltung der Staatsgarantie für die Basler Kantonalbank im Zuge der Revision des BKB-Gesetzes;2020-12-09;;Staatsfinanzen;;;https://grosserrat.bs.ch/index.php?option=com_gribs&view=geschaeft&laufnr=200110603;B
20.5396;Interpellation;;Haller, Christophe;Interpellation Nr. 123 Christophe Haller betreffend genügend Grippeimpfstoff;2020-11-11;;Gesundheitsförderung;;;https://grosserrat.bs.ch/index.php?option=com_gribs&view=geschaeft&laufnr=200110552;A
20.5390;Anzug;;Wenk, Kerstin;Anzug Kerstin Wenk und Konsorten betreffend Massnahmen um den Kauf von Hunden aus prekären Verhältnissen zu steuern;2020-11-11;;Bevölkerungsschutz;Steuerpolitik;;https://grosserrat.bs.ch/index.php?option=com_gribs&view=geschaeft&laufnr=200110546;B
20.5388;Interpellation;BastA!;Zürcher, Tonja;Interpellation Nr. 121 Tonja Zürcher betreffend indirekter Finanzierung von Kampagnen gegen kantonale Klimaziele;2020-10-14;;Energieversorgung;Klima & Luft;Klimawandel;https://grosserrat.bs.ch/index.php?option=com_gribs&view=geschaeft&laufnr=200110539;A
20.5383;Interpellation;SVP;Hablützel-Bürki, Gianna;Interpellation Nr. 118 Gianna Hablützel-Bürki zum Thema Altersdiskriminierung;2020-10-14;;Ältere Bevölkerung;Arbeitsmarkt;;https://grosserrat.bs.ch/index.php?option=com_gribs&view=geschaeft&laufnr=200110534;A
20.5382;Interpellation;;Leuthardt, Beat;Interpellation Nr. 117 Beat Leuthardt betreffend desaströse Arbeitsbedingungen und Mauscheleien mit Subunternehmen in der Kehrichtverbrennungsanlage der IWB;2020-10-14;;Arbeitsmarkt;Abfall & Recycling;;https://grosserrat.bs.ch/index.php?option=com_gribs&view=geschaeft&laufnr=200110533;A
20.5376;Anzug;SP;Mathys, Lisa;Anzug Lisa Mathys und Konsorten betreffend Nachweis für relevanten Lärmschutz an der Osttangente durch Temporeduktion;2020-10-14;;Motorisierter Individualverkehr;Lärm;;https://grosserrat.bs.ch/index.php?option=com_gribs&view=geschaeft&laufnr=200110526;B
20.5375;Interpellation;;Griss, Christian;Interpellation Nr. 112 Christian Griss betreffend Verstösse gegen Isolations- und Quarantäne Anordnungen im Zusammenhang mit Covid-19 im Kanton Basel-Stadt;2020-10-14;;Polizei & Kriminalität;Gesundheitsförderung;Corona;https://grosserrat.bs.ch/index.php?option=com_gribs&view=geschaeft&laufnr=200110519;A
20.5357;Interpellation;LDP;Auderset, André;Interpellation Nr. 110 André Auderset betreffend auch Eglisee soll länger zum Bade laden;2020-10-14;;Sport;;;https://grosserrat.bs.ch/index.php?option=com_gribs&view=geschaeft&laufnr=200110501;A
20.5341;Anzug;;Kölliker, Sebastian;Anzug Sebastian Kölliker und Konsortenbetreffend bessere Veloverbindungen vom und ins Hirzbrunnenquartier;2020-10-14;;Veloverkehr;Raumplanung;;https://grosserrat.bs.ch/index.php?option=com_gribs&view=geschaeft&laufnr=200110495;B
20.5339;Anzug;SP;Mathys, Lisa;Anzug Lisa Mathys und Konsorten betreffend einer sicheren Veloverbindung von Gellert/Lehenmatt zum Joggeli;2020-10-14;;Veloverkehr;Gestaltung & Infrastruktur;;https://grosserrat.bs.ch/index.php?option=com_gribs&view=geschaeft&laufnr=200110493;B
20.5338;Anzug;SP;Cuénod, Tim;Anzug Tim Cuénod und Konsorten betreffend Veloparking-Situation auf der Gundeli-Seite des Bahnhofs;2020-10-14;;Veloverkehr;Areale & Quartiere;;https://grosserrat.bs.ch/index.php?option=com_gribs&view=geschaeft&laufnr=200110492;B
20.5355;Schriftliche Anfrage;SP;Pfister, Pascal;Schriftliche Anfrage Pascal Pfister betreffend Versorgungssicherheit, Lagerhaltung und Rückverlagerung der Produktion;2020-09-09;;Gesundheitsversorgung;Privatwirtschaft & Standort;Corona;https://grosserrat.bs.ch/index.php?option=com_gribs&view=geschaeft&laufnr=200110491;A
20.5337;Anzug;SP;Mazzotti, Sasha;Anzug Sasha Mazzotti und Konsorten betreffend Primarschulkompetenz: Velofahren lernen;2020-10-14;;Volksschulen & Tagesbetreuung;Veloverkehr;;https://grosserrat.bs.ch/index.php?option=com_gribs&view=geschaeft&laufnr=200110490;B
20.5453;Interpellation;SVP;Stumpf, Daniela;Interpellation Nr. 141 Daniela Stumpf betreffend FFP2-Masken und einheitliche Besuchsregelungen für Alters- und Pflegeheime in Basel;2020-12-09;;Gesundheitsförderung;;Corona;https://grosserrat.bs.ch/index.php?option=com_gribs&view=geschaeft&laufnr=200110615;A
20.5450;Petition;;;"Petition P427 ""A.H. Stolperstein beim A.F. Platz""";2020-12-09;;Raumplanung;Künste & Unterhaltung;;https://grosserrat.bs.ch/index.php?option=com_gribs&view=geschaeft&laufnr=200110611;A
20.5448;Schriftliche Anfrage;;Leuthardt, Beat;Schriftliche Anfrage Beat Leuthardt betreffend Verteidigung» von grossrätlichen Mehrheitsentscheiden in Gerichtsverfahren: Gleich lange Spiesse für alle?;2020-12-09;;Recht & Strafvollzug;Politische Beteiligung;;https://grosserrat.bs.ch/index.php?option=com_gribs&view=geschaeft&laufnr=200110609;A
20.5446;Anzug;Mitte;Knellwolf, Andrea Elisabeth;Anzug Andrea Elisabeth Knellwolf und Konsorten betreffend Beschleunigung der Planungs- und Genehmigungsverfahren für Infrastruktur- und Raumplanungsprojekte;2020-12-09;;Raumplanung;Öffentlicher Verkehr;;https://grosserrat.bs.ch/index.php?option=com_gribs&view=geschaeft&laufnr=200110608;B
20.5444;Schriftliche Anfrage;SVP;Messerli, Pascal;"Schriftliche Anfrage Pascal Messerli betreffend ""Sommerspritzer"" in der Stadt Basel";2020-12-09;;Gestaltung & Infrastruktur;Klima & Luft;Klimawandel;https://grosserrat.bs.ch/index.php?option=com_gribs&view=geschaeft&laufnr=200110605;A
20.5434;Motion;FDP;Urgese, Luca;Motion Luca Urgese und Konsorten betreffend Lobbying des Regierungsrates für Verhandlungen des Bundesrates mit dem französischen Staat über das anwendbare Arbeitsrecht im Schweizer Sektor des EuroAirport;2020-12-09;;Schifffahrt, Flug- & Güterverkehr;Arbeitsmarkt;Corona;https://grosserrat.bs.ch/index.php?option=com_gribs&view=geschaeft&laufnr=200110593;B
20.5433;Motion;SVP;Stalder, Roger;Motion Roger Stalder und Konsorten betreffend finanzielle Hilfe für lokale Fasnachts-Betriebe;2020-12-09;;Künste & Unterhaltung;;Corona;https://grosserrat.bs.ch/index.php?option=com_gribs&view=geschaeft&laufnr=200110592;A
20.5430;Schriftliche Anfrage;;Hafner, Patrick;Schriftliche Anfrage Patrick Hafner betreffend Einhaltung der Vorschriften bei Kleinplakaten;2020-11-11;;Nutzung & Regulierung;;;https://grosserrat.bs.ch/index.php?option=com_gribs&view=geschaeft&laufnr=200110589;A
20.5429;Interpellation;SP;Amacher, Nicole;Interpellation Nr. 137 Nicole Amacher betreffend Schutz von LGBTIQ+-Personen muss jetzt sichergestellt werden;2020-12-09;;Gleichstellung der Geschlechter;Polizei & Kriminalität;;https://grosserrat.bs.ch/index.php?option=com_gribs&view=geschaeft&laufnr=200110587;A
20.5427;Interpellation;LDP;Hug, Michael;Interpellation Nr. 136 Michael Hug betreffend Gastronomie unterstützen in der kalten Jahreszeit;2020-11-11;;Nutzung & Regulierung;;Corona;https://grosserrat.bs.ch/index.php?option=com_gribs&view=geschaeft&laufnr=200110586;A
20.5426;Schriftliche Anfrage;FDP;Urgese, Luca;Schriftliche Anfrage Luca Urgese betreffend Beschleunigung von Unternehmensgründungen;2020-11-11;;Privatwirtschaft & Standort;;;https://grosserrat.bs.ch/index.php?option=com_gribs&view=geschaeft&laufnr=200110585;A
20.5425;Interpellation;SP;Brandenburger, Jessica;Interpellation Nr. 135 Jessica Brandenburger betreffend Kurzarbeit für Lernende im Kanton Basel- Stadt verlängern;2020-11-11;;Mittelschulen & Berufsbildung;Privatwirtschaft & Standort;Corona;https://grosserrat.bs.ch/index.php?option=com_gribs&view=geschaeft&laufnr=200110584;A
