Signatur;Geschäftstyp;Partei;Urheber/in;Titel;Beginn-Datum;Ende;Thema 1;Thema 2;Schwerpunkt;Geschäft;Status
21.5294;Schriftliche Anfrage;VA;Weber, Eric;Schriftliche Anfrage Eric Weber betreffend Rückstände von Medikamenten im Basler Trinkwasser;2021-04-14;;Boden & Wasser;;Ernährung;https://grosserrat.bs.ch/index.php?option=com_gribs&view=geschaeft&laufnr=200110952;A
21.5292;Schriftliche Anfrage;VA;Weber, Eric;Schriftliche Anfrage Eric Weber betreffend Lohn von Regierungsräten;2021-04-14;;Parlament & Regierung;;;https://grosserrat.bs.ch/index.php?option=com_gribs&view=geschaeft&laufnr=200110950;A
21.5288;Schriftliche Anfrage;VA;Weber, Eric;Schriftliche Anfrage Eric Weber betreffend Basler Kantonal Bank und deren Untersuchungen betreffend Verbrecher;2021-04-14;;Staatsfinanzen;;Corona;https://grosserrat.bs.ch/index.php?option=com_gribs&view=geschaeft&laufnr=200110946;A
21.5286;Schriftliche Anfrage;VA;Weber, Eric;Schriftliche Anfrage Eric Weber betreffend Arbeitslosenhilfe Basel;2021-04-14;;Arbeitsmarkt;;;https://grosserrat.bs.ch/index.php?option=com_gribs&view=geschaeft&laufnr=200110944;A
21.5284;Schriftliche Anfrage;VA;Weber, Eric;Schriftliche Anfrage Eric Weber betreffend Erscheinungsbild von Basel - die Visitenkarte unserer schönen Stadt Basel ist beschmutzt;2021-04-14;;Nutzung & Regulierung;;;https://grosserrat.bs.ch/index.php?option=com_gribs&view=geschaeft&laufnr=200110942;A
21.5283;Schriftliche Anfrage;VA;Weber, Eric;Schriftliche Anfrage Eric Weber betreffend Zerstörung der westlichen Gesellschaft;2021-04-14;;Migration & Integration;;;https://grosserrat.bs.ch/index.php?option=com_gribs&view=geschaeft&laufnr=200110941;A
21.5282;Schriftliche Anfrage;VA;Weber, Eric;Schriftliche Anfrage Eric Weber betreffend Massenmigration als Waffe;2021-04-14;;Migration & Integration;;;https://grosserrat.bs.ch/index.php?option=com_gribs&view=geschaeft&laufnr=200110940;A
21.5281;Schriftliche Anfrage;VA;Weber, Eric;Schriftliche Anfrage Eric Weber betreffend hat die Basler Regierung Kontakt zur Welt-Regierung?;2021-04-14;;Grenzüberschreitende Zusammenarbeit;;;https://grosserrat.bs.ch/index.php?option=com_gribs&view=geschaeft&laufnr=200110939;A
21.5276;Schriftliche Anfrage;VA;Weber, Eric;Schriftliche Anfrage Eric Weber betreffend warum geht die Notruf-Nummer nur aus Basel;2021-04-14;;Polizei & Kriminalität;;;https://grosserrat.bs.ch/index.php?option=com_gribs&view=geschaeft&laufnr=200110934;A
21.5272;Interpellation;Mitte;Albietz, Daniel;Interpellation Nr. 49 Daniel Albietz betreffend Perspektiven und Planungssicherheit für die vom Corona-Lockdown betroffenen Betriebe;2021-04-14;;Privatwirtschaft & Standort;;Corona;https://grosserrat.bs.ch/index.php?option=com_gribs&view=geschaeft&laufnr=200110930;A
21.5271;Interpellation;SP;Kabakci, Mahir;Interpellation Nr. 48 Mahir Kabakci betreffend Mängel bei der sanierten Sportanlage Schorenmatte und beim Ersatzneubau des Garderobengebäudes;2021-04-14;;Sport;;;https://grosserrat.bs.ch/index.php?option=com_gribs&view=geschaeft&laufnr=200110929;A
21.5269;Interpellation;SVP;Thüring, Joël;Interpellation Nr. 47 Joël Thüring betreffend Impfen im Kanton Basel-Stadt - Stand der Dinge;2021-04-14;;Gesundheitsförderung;;Corona;https://grosserrat.bs.ch/index.php?option=com_gribs&view=geschaeft&laufnr=200110927;A
21.5256;Schriftliche Anfrage;SP;Roth, Franziska;Schriftliche Anfrage Franziska Roth betreffend Information zur Anfahrt zum Friedhof Hörnli;2021-04-14;;Parkraumbewirtschaftung;Stadtgrün;;https://grosserrat.bs.ch/index.php?option=com_gribs&view=geschaeft&laufnr=200110914;A
21.5255;Interpellation;SP;Miozzari, Claudio;Interpellation Nr. 44 Claudio Miozzari betreffend Existenzsicherung und Ausfallentschädigung für Kulturschaffende;2021-04-14;;Künste & Unterhaltung;;Corona;https://grosserrat.bs.ch/index.php?option=com_gribs&view=geschaeft&laufnr=200110913;A
21.5251;Motion;LDP;von Falkenstein, Annina;Motion Annina von Falkenstein zur Änderung des Bestattungsgesetzes betreffend Publikation von Todesfällen;2021-05-19;;Verwaltung;;;https://grosserrat.bs.ch/index.php?option=com_gribs&view=geschaeft&laufnr=200110910;A
21.5246;Interpellation;BastA!;Bolliger, Oliver;Interpellation Nr. 39 Oliver Bolliger betreffend Psychiatriekonzept als Grundlage der gemeinsamen Versorgungsplanung Psychiatrie;2021-04-14;;Gesundheitsversorgung;;;https://grosserrat.bs.ch/index.php?option=com_gribs&view=geschaeft&laufnr=200110904;A
21.5243;Anzug;GLP;Sieber, Johannes;Anzug Johannes Sieber und Konsorten betreffend politische Bildung von Jugendlichen durch Abgabe eines Medien-Gutscheins;2021-04-14;;Kinder, Jugendliche & Familien;Politische Beteiligung;;https://grosserrat.bs.ch/index.php?option=com_gribs&view=geschaeft&laufnr=200110901;B
21.5241;Petition;;;"Petition P431 ""Die Kulturszene in Basel braucht das Corrientes""";2021-04-14;;Künste & Unterhaltung;;Corona;https://grosserrat.bs.ch/index.php?option=com_gribs&view=geschaeft&laufnr=200110898;A
21.5236;Motion;;Stöcklin, Jürg;"Motion Jürg Stöcklin und Konsorten betreffend ""Aufbruch ins Solarzeitalter""- mehr Photovoltaik-Anlagen auf Basels Dächern und Fassaden";2021-04-14;;Energieversorgung;Staatsfinanzen;Klimawandel;https://grosserrat.bs.ch/index.php?option=com_gribs&view=geschaeft&laufnr=200110894;B
21.5235;Anzug;SP;Mattmüller, Georg;Anzug Georg Mattmüller und Konsorten betreffend neue BVB-Trams für die Zukunft von Basel;2021-04-14;;Öffentlicher Verkehr;Menschen mit Behinderung;Gesellschaftlicher Zusammenhalt;https://grosserrat.bs.ch/index.php?option=com_gribs&view=geschaeft&laufnr=200110893;B
21.5233;Motion;;;Motion der Bau- und Raumplanungskommission betreffend Veloanbindung Gundeli;2021-04-14;;Veloverkehr;;;https://grosserrat.bs.ch/index.php?option=com_gribs&view=geschaeft&laufnr=200110891;B
21.5232;Anzug;SP;Wittlin, Stefan;Anzug Stefan Wittlin und Konsorten betreffend Schaffung von Anreizen für die bauliche Verdichtung im Bestand;2021-04-14;;Raumplanung;;Klimawandel;https://grosserrat.bs.ch/index.php?option=com_gribs&view=geschaeft&laufnr=200110890;B
21.5230;Anzug;SP;Baumgartner, Beda;Anzug Beda Baumgartner und Konsorten betreffend Information von Beziehenden von Langzeitnothilfe;2021-04-14;;Sozialhilfe;Migration & Integration;Gesellschaftlicher Zusammenhalt;https://grosserrat.bs.ch/index.php?option=com_gribs&view=geschaeft&laufnr=200110888;B
21.5229;Anzug;SVP;Thüring, Joël;Anzug Joël Thüring und Konsorten betreffend Verzicht auf Stellungnahmen bei Vernehmlassungen NICHT als Zustimmung werten;2021-04-14;;Politische Beteiligung;;;https://grosserrat.bs.ch/index.php?option=com_gribs&view=geschaeft&laufnr=200110887;B
21.5228;Interpellation;SP;Mattmüller, Georg;Interpellation Nr. 38 Georg Mattmüller betreffend gemeinsamer Planung Gesundheitsversorgung BL & BS und zur Spitalliste 2021;2021-04-14;;Gesundheitsversorgung;Grenzüberschreitende Zusammenarbeit;;https://grosserrat.bs.ch/index.php?option=com_gribs&view=geschaeft&laufnr=200110886;A
21.5223;Schriftliche Anfrage;Grüne;Thommen, Oliver;Schriftliche Anfrage Oliver Thommen betreffend Massnahmen bei hohen Schadstoff-Belastungen;2021-03-10;;Gesundheitsförderung;Klima & Luft;Corona;https://grosserrat.bs.ch/index.php?option=com_gribs&view=geschaeft&laufnr=200110877;A
21.5212;Schriftliche Anfrage;VA;Weber, Eric;Schriftliche Anfrage Eric Weber betreffend Autofreie Tage;2021-03-10;;Motorisierter Individualverkehr;;;https://grosserrat.bs.ch/index.php?option=com_gribs&view=geschaeft&laufnr=200110874;A
21.5209;Schriftliche Anfrage;VA;Weber, Eric;Schriftliche Anfrage Eric Weber betreffend Helikopter Landeplätze;2021-03-10;;Schifffahrt, Flug- & Güterverkehr;;;https://grosserrat.bs.ch/index.php?option=com_gribs&view=geschaeft&laufnr=200110871;A
21.5216;Motion;FDP;Sartorius-Brüschweiler, Karin;Motion Karin Sartorius und Konsorten betreffend Vereinfachte Erweiterung der Restaurations-Aussenflächen zur COVID-Prävention (Gastro-Parklets);2021-04-14;;Nutzung & Regulierung;Privatwirtschaft & Standort;Corona;https://grosserrat.bs.ch/index.php?option=com_gribs&view=geschaeft&laufnr=200110858;B
21.5193;Interpellation;SVP;Amiet, Lorenz;"Interpellation Nr. 34 Lorenz Amiet betreffend ""Solitude Bicyclade"" statt Solitude Promenade?";2021-03-10;;Veloverkehr;Nutzung & Regulierung;;https://grosserrat.bs.ch/index.php?option=com_gribs&view=geschaeft&laufnr=200110847;A
21.5192;Interpellation;BastA!;Zürcher, Tonja;Interpellation Nr. 33 Tonja Zürcher betreffend wie konsequent wird gegen diskriminierende Aktivitäten von Polizist*innen vorgegangen?;2021-03-10;;Migration & Integration;Polizei & Kriminalität;;https://grosserrat.bs.ch/index.php?option=com_gribs&view=geschaeft&laufnr=200110846;A
21.5190;Interpellation;SP;Seggiani, Michela;Interpellation Nr. 31 Michela Seggiani betreffend Klassenbildungen und Schulraumbedarf;2021-03-10;;Volksschulen & Tagesbetreuung;;;https://grosserrat.bs.ch/index.php?option=com_gribs&view=geschaeft&laufnr=200110844;A
21.5187;Interpellation;SP;Mazzotti, Sasha;Interpellation Nr. 28 Sasha Mazzotti betreffend Covid-19 Schutzmassnahmen von Lehrpersonen;2021-03-10;;Gesundheitsförderung;Volksschulen & Tagesbetreuung;Corona;https://grosserrat.bs.ch/index.php?option=com_gribs&view=geschaeft&laufnr=200110841;A
21.5185;Interpellation;Grüne;Friedl, Harald;Interpellation Nr. 26 Harald Friedl betreffend toxikologische Kriterien in Basel-Stadt;2021-03-10;;Boden & Wasser;;;https://grosserrat.bs.ch/index.php?option=com_gribs&view=geschaeft&laufnr=200110839;A
21.5175;Interpellation;SVP;Thüring, Joël;Interpellation Nr. 23 Joël Thüring betreffend der Corona-Bekämpfungsstrategie im Kanton nach dem lmpfdosenbeschaffungs-Versagen des Eidg. Departement des Innern;2021-03-10;;Gesundheitsförderung;;Corona;https://grosserrat.bs.ch/index.php?option=com_gribs&view=geschaeft&laufnr=200110836;A
21.5118;Schriftliche Anfrage;VA;Weber, Eric;Schriftliche Anfrage Eric Weber betreffend Schreibfehler auf allen Wahlcouverts;2021-03-10;;Politische Beteiligung;;;https://grosserrat.bs.ch/index.php?option=com_gribs&view=geschaeft&laufnr=200110830;A
21.5115;Schriftliche Anfrage;VA;Weber, Eric;Schriftliche Anfrage Eric Weber betreffend wie man als Grossrat total in Stich gelassen wird;2021-03-10;;Parlament & Regierung;Arbeitsmarkt;;https://grosserrat.bs.ch/index.php?option=com_gribs&view=geschaeft&laufnr=200110828;A
21.5169;Schriftliche Anfrage;VA;Weber, Eric;Schriftliche Anfrage Eric Weber betreffend Einblick in die Polizei-Arbeit;2021-03-10;;Parlament & Regierung;Polizei & Kriminalität;;https://grosserrat.bs.ch/index.php?option=com_gribs&view=geschaeft&laufnr=200110826;A
21.5168;Schriftliche Anfrage;VA;Weber, Eric;Schriftliche Anfrage Eric Weber betreffend Hilfe für Handy-Teenager;2021-03-10;;Kommunikationsinfrastruktur;;Digitalisierung;https://grosserrat.bs.ch/index.php?option=com_gribs&view=geschaeft&laufnr=200110825;A
21.5172;Interpellation;SVP;Trachsel, David;Interpellation Nr. 21 David Trachsel betreffend ein vernünftiges Basel, dass sich für Lockerungen der Corona-Politik stark macht;2021-03-10;;Gesundheitsförderung;;Corona;https://grosserrat.bs.ch/index.php?option=com_gribs&view=geschaeft&laufnr=200110819;A
21.5160;Schriftliche Anfrage;VA;Weber, Eric;Schriftliche Anfrage Eric Weber betreffend Stimmrechtsausweis;2021-03-10;;Politische Beteiligung;;;https://grosserrat.bs.ch/index.php?option=com_gribs&view=geschaeft&laufnr=200110815;A
21.5158;Schriftliche Anfrage;VA;Weber, Eric;Schriftliche Anfrage Eric Weber betreffend 95% Resultat;2021-03-10;;Politische Beteiligung;;;https://grosserrat.bs.ch/index.php?option=com_gribs&view=geschaeft&laufnr=200110814;A
21.5156;Schriftliche Anfrage;VA;Weber, Eric;Schriftliche Anfrage Eric Weber betreffend Schule für Grossräte;2021-03-10;;Parlament & Regierung;;;https://grosserrat.bs.ch/index.php?option=com_gribs&view=geschaeft&laufnr=200110812;A
21.5154;Schriftliche Anfrage;VA;Weber, Eric;Schriftliche Anfrage Eric Weber betreffend Steuererlass;2021-03-10;;Steuerpolitik;;;https://grosserrat.bs.ch/index.php?option=com_gribs&view=geschaeft&laufnr=200110811;A
21.5153;Schriftliche Anfrage;VA;Weber, Eric;Schriftliche Anfrage Eric Weber betreffend ich habe grosse Angst vor der Zwangs-Impfung;2021-03-10;;Gesundheitsförderung;;;https://grosserrat.bs.ch/index.php?option=com_gribs&view=geschaeft&laufnr=200110810;A
21.5151;Schriftliche Anfrage;VA;Weber, Eric;Schriftliche Anfrage Eric Weber betreffend unbewilligte Demo vom 12. Januar 2021;2021-03-10;;Politische Beteiligung;Polizei & Kriminalität;;https://grosserrat.bs.ch/index.php?option=com_gribs&view=geschaeft&laufnr=200110808;A
21.5144;Schriftliche Anfrage;VA;Weber, Eric;Schriftliche Anfrage Eric Weber betreffend Versuch mit Velovorfahrt;2021-03-10;;Veloverkehr;;;https://grosserrat.bs.ch/index.php?option=com_gribs&view=geschaeft&laufnr=200110802;A
21.5171;Interpellation;SP;Dill, Alexandra;Interpellation Nr. 20 Alexandra Dill betreffend Zollrichtlinie soll regionale und nachhaltige Versorgung mit Lebensmitteln im Dreiland nicht gefährden;2021-03-10;;Grenzüberschreitende Zusammenarbeit;;;https://grosserrat.bs.ch/index.php?option=com_gribs&view=geschaeft&laufnr=200110799;A
21.5138;Schriftliche Anfrage;VA;Weber, Eric;Schriftliche Anfrage Eric Weber betreffend Frauen bei der Polizei;2021-03-10;;Polizei & Kriminalität;Gleichstellung der Geschlechter;;https://grosserrat.bs.ch/index.php?option=com_gribs&view=geschaeft&laufnr=200110797;A
21.5136;Schriftliche Anfrage;VA;Weber, Eric;Schriftliche Anfrage Eric Weber betreffend Einwohnermeldeamt - wie ist es mit dem Datenschutz;2021-03-10;;Privatwirtschaft & Standort;Verwaltung;Digitalisierung;https://grosserrat.bs.ch/index.php?option=com_gribs&view=geschaeft&laufnr=200110795;A
21.5132;Schriftliche Anfrage;VA;Weber, Eric;Schriftliche Anfrage Eric Weber betreffend darf man Sperrgut und Altpapier mitnehmen?;2021-03-10;;Abfall & Recycling;;;https://grosserrat.bs.ch/index.php?option=com_gribs&view=geschaeft&laufnr=200110791;A
21.5131;Schriftliche Anfrage;VA;Weber, Eric;Schriftliche Anfrage Eric Weber betreffend Zusammenarbeit von Basel und Google;2021-03-10;;Verwaltung;;Digitalisierung;https://grosserrat.bs.ch/index.php?option=com_gribs&view=geschaeft&laufnr=200110790;A
21.5170;Interpellation;VA;Weber, Eric;Interpellation Nr. 19 Eric Weber betreffend unfreundliche Polizei;2021-03-10;;Polizei & Kriminalität;;;https://grosserrat.bs.ch/index.php?option=com_gribs&view=geschaeft&laufnr=200110789;A
21.5130;Schriftliche Anfrage;VA;Weber, Eric;Schriftliche Anfrage Eric Weber betreffend zu kleiner Briefkasten beim RAV in Basel;2021-03-10;;Verwaltung;;;https://grosserrat.bs.ch/index.php?option=com_gribs&view=geschaeft&laufnr=200110788;A
21.5127;Schriftliche Anfrage;VA;Weber, Eric;Schriftliche Anfrage Eric Weber betreffend wie setzt sich der Basler Strompreis zusammen?;2021-03-10;;Energieversorgung;;;https://grosserrat.bs.ch/index.php?option=com_gribs&view=geschaeft&laufnr=200110786;A
21.5105;Anzug;Grüne;Hanauer, Raffaela;Anzug Raffaela Hanauer und Konsorten betreffend besseren Erschliessung der Innenstadt für den Veloverkehr;2021-03-10;;Veloverkehr;;;https://grosserrat.bs.ch/index.php?option=com_gribs&view=geschaeft&laufnr=200110776;B
21.5103;Anzug;LDP;Stephenson, Jeremy;Anzug Jeremy Stephenson und Konsorten betreffend Parkhaus UKBB wann gibt es endlich eine Patienten-, Besucher- und Mitarbeiter-freundliche Lösung?;2021-03-10;;Parkraumbewirtschaftung;Gesundheitsversorgung;;https://grosserrat.bs.ch/index.php?option=com_gribs&view=geschaeft&laufnr=200110774;B
21.5064;Schriftliche Anfrage;GLP;Bothe-Wenk, Sandra;Schriftliche Anfrage Sandra Bothe betreffend Zunahme von Anträgen auf Verstärkte Massnahmen an der Volksschule;2021-02-03;;Volksschulen & Tagesbetreuung;Kinder, Jugendliche & Familien;;https://grosserrat.bs.ch/index.php?option=com_gribs&view=geschaeft&laufnr=200110733;A
21.5061;Interpellation;BastA!;Messerli, Beatrice;Interpellation Nr. 14 Beatrice Messerli betreffend Priorisierung der Verstärkten Massnahmen;2021-02-03;;Volksschulen & Tagesbetreuung;Kinder, Jugendliche & Familien;;https://grosserrat.bs.ch/index.php?option=com_gribs&view=geschaeft&laufnr=200110730;A
21.5060;Interpellation;SP;von Wartburg, Christian;Interpellation Nr. 13 Christian von Wartburg betreffend die Grundversorgung von Kindern und Jugendlichen mit psychischen Erkrankungen;2021-02-03;;Gesundheitsversorgung;Kinder, Jugendliche & Familien;Corona;https://grosserrat.bs.ch/index.php?option=com_gribs&view=geschaeft&laufnr=200110729;A
21.5057;Interpellation;VA;Weber, Eric;Interpellation Nr. 11 Eric Weber betreffend der kommenden Gerichtswahlen vom 8. März 2021;2021-02-03;;Politische Beteiligung;Recht & Strafvollzug;;https://grosserrat.bs.ch/index.php?option=com_gribs&view=geschaeft&laufnr=200110727;A
21.5033;Interpellation;SP;Brigger, René;Interpellation Nr. 6 René Brigger betreffend Zurückstellung der Immobilienprojekte der SBB und Auswirkungen auf Basel-Stadt;2021-02-03;;Areale & Quartiere;;Corona;https://grosserrat.bs.ch/index.php?option=com_gribs&view=geschaeft&laufnr=200110703;A
21.5030;Interpellation;SP;Amacher, Nicole;Interpellation Nr. 3 Nicole Amacher betreffend Widerruf, Nichtverlängerung und Rückstufung von ausländerrechtlichen Bewilligungen in Folge der COVID-19-Pandemie;2021-02-03;;Sozialhilfe;Migration & Integration;Corona;https://grosserrat.bs.ch/index.php?option=com_gribs&view=geschaeft&laufnr=200110700;A
21.5023;Petition;;;"Petition P428 ""Bettelverbot im Kanton Basel-Stadt""";2021-02-03;;Nutzung & Regulierung;;;https://grosserrat.bs.ch/index.php?option=com_gribs&view=geschaeft&laufnr=200110688;A
21.5022;Schriftliche Anfrage;SP;Brandenburger, Jessica;Schriftliche Anfrage Jessica Brandenburger betreffend Sexualpädagogik und Beratung zur Förderung der sexuellen Gesundheit im Kanton Basel-Stadt;2021-02-03;;Gesundheitsversorgung;Kinder, Jugendliche & Familien;;https://grosserrat.bs.ch/index.php?option=com_gribs&view=geschaeft&laufnr=200110687;A
21.5020;Interpellation;Grüne;Thiriet, Jérôme;Interpellation Nr. 1 Jérôme Thiriet betreffend Schneeräumung auf Velowegen und Trottoirs;2021-02-03;;Veloverkehr;Verkehrssicherheit;;https://grosserrat.bs.ch/index.php?option=com_gribs&view=geschaeft&laufnr=200110685;A
21.5019;Schriftliche Anfrage;;Hafner, Patrick;Schriftliche Anfrage Patrick Hafner betreffend Radar;2021-02-03;;Motorisierter Individualverkehr;Polizei & Kriminalität;;https://grosserrat.bs.ch/index.php?option=com_gribs&view=geschaeft&laufnr=200110684;A
21.5016;Anzug;;Hafner, Patrick;Anzug Patrick Hafner betreffend Optimierung von Anwohnerinformationen;2021-02-03;;Lärm;;;https://grosserrat.bs.ch/index.php?option=com_gribs&view=geschaeft&laufnr=200110681;B
21.5013;Anzug;EVP;Widmer-Huber, Thomas;Anzug Thomas Widmer-Huber und Konsorten betreffend behindertengerechte und kleinkinderfreundliche Gestaltung des Rheinuferwegs;2021-02-03;;Menschen mit Behinderung;Gestaltung & Infrastruktur;;https://grosserrat.bs.ch/index.php?option=com_gribs&view=geschaeft&laufnr=200110678;B
20.1436;Initiative;;;"Kantonale Volksinitiative ""für ein klimagerechtes Basel Klimagerechtigkeitsinitiative""";2020-10-12;;Klima & Luft;;Klimawandel;https://grosserrat.bs.ch/index.php?option=com_gribs&view=geschaeft&laufnr=200110669;B
21.5008;Interpellation;SP;Dill, Alexandra;Interpellation Nr. 161 Alexandra Dill betreffend neue Zollrichtlinie gefährdet unsere Versorgung mit regionalen und nachhaltigen Lebensmitteln;2021-01-13;;Grenzüberschreitende Zusammenarbeit;;Ernährung;https://grosserrat.bs.ch/index.php?option=com_gribs&view=geschaeft&laufnr=200110668;A
21.5007;Interpellation;SP;Pfister, Pascal;Interpellation Nr. 160 Pascal Pfister betreffend Nachanalyse Abstimmung Wohnraumfördergesetz;2021-01-13;;Wohnen;;;https://grosserrat.bs.ch/index.php?option=com_gribs&view=geschaeft&laufnr=200110667;A
21.5005;Interpellation;SP;Miozzari, Claudio;Interpellation Nr. 158 Claudio Miozzari betreffend keine Schulschliessungen auf der Primarstufe;2021-01-13;;Volksschulen & Tagesbetreuung;Gesundheitsförderung;Corona;https://grosserrat.bs.ch/index.php?option=com_gribs&view=geschaeft&laufnr=200110665;A
21.5002;Interpellation;SP;Roth, Franziska;Interpellation Nr. 155 Fraziska Roth betreffend berufliche Orientierung und Lehrstellensuche;2021-01-13;;Mittelschulen & Berufsbildung;;Corona;https://grosserrat.bs.ch/index.php?option=com_gribs&view=geschaeft&laufnr=200110662;A
20.5486;Budgetpostulat;SP;Roth, Franziska;Budgetpostulat für 2021 Franziska Roth Erziehungsdepartement, Mittelschulen und Berufsbildung, Erwachsenenbildung, Deutsch und Integrationskurse;2021-01-13;;Migration & Integration;Staatsfinanzen;;https://grosserrat.bs.ch/index.php?option=com_gribs&view=geschaeft&laufnr=200110650;A
20.5473;Motion;BastA!;Bolliger, Oliver;Motion Oliver Bolliger und Konsorten betreffend würdige Unterbringung von Nothilfebeziehenden alleinstehenden Asylsuchenden;2021-01-13;;Migration & Integration;Wohnen;;https://grosserrat.bs.ch/index.php?option=com_gribs&view=geschaeft&laufnr=200110638;A
20.5466;Interpellation;;Gröflin, Alexander Olivier;Interepllation Nr. 150 Alexander Gröflin betreffend verschärfte Covid-19-Verordnung;2020-12-09;;Gesundheitsförderung;;Corona;https://grosserrat.bs.ch/index.php?option=com_gribs&view=geschaeft&laufnr=200110628;A
20.5464;Interpellation;GLP;Wüest-Rudin, David;Interpellation Nr. 148 David Wüest-Rudin betreffend die kommende Impfung gegen SARS-CoV-2 / Covid-19;2020-12-09;;Gesundheitsförderung;;Corona;https://grosserrat.bs.ch/index.php?option=com_gribs&view=geschaeft&laufnr=200110626;A
20.5463;Interpellation;EVP;Widmer-Huber, Thomas;Interpellation Nr. 147 Thomas Widmer-Huber betreffend Verantwortung des Basler Regierungsrats als Gremium zur Freistellung von Marc Fehlmann sowie zum Verfahren an sich;2020-12-09;;Parlament & Regierung;;;https://grosserrat.bs.ch/index.php?option=com_gribs&view=geschaeft&laufnr=200110625;A
20.5461;Interpellation;SVP;Thüring, Joël;Interpellation Nr. 145 Joël Thüring betreffend bewilligte Demo mit Antifa-Beteiligung während einer Pandemie und damit verbundene Kosten für den Kanton und das Gewerbe durch die entstandene Verwüstungsorgie;2020-12-09;;Politische Beteiligung;Polizei & Kriminalität;Corona;https://grosserrat.bs.ch/index.php?option=com_gribs&view=geschaeft&laufnr=200110623;A
20.5106;Schriftliche Anfrage;;Wenk, Kerstin;Schriftliche Anfrage Kerstin Wenk betreffend Gesetzeslücke resp. Kontrollen bei Beherbergungen unter sechs Betten und längerer Dauer als 31 Tage;2020-03-11;;Privatwirtschaft & Standort;;;https://grosserrat.bs.ch/index.php?option=com_gribs&view=geschaeft&laufnr=200110204;A
20.5089;Interpellation;SVP;Thüring, Joël;Interpellation Nr. 19 Joël Thüring betreffend wirtschaftliche Auswirkungen des Coronavirus für die Region - mögliche Massnahmen des Kantons Basel-Stadt;2020-03-11;;Privatwirtschaft & Standort;;Corona;https://grosserrat.bs.ch/index.php?option=com_gribs&view=geschaeft&laufnr=200110185;A
20.5088;Interpellation;;Rutschmann, Eduard;Interpellation Nr. 18 Eduard Rutschmann betreffend Kennzahlen der Zuwanderung in Basel-Stadt;2020-03-11;;Migration & Integration;Sozialversicherungen und -leistungen;;https://grosserrat.bs.ch/index.php?option=com_gribs&view=geschaeft&laufnr=200110184;A
20.0331;Petition;;;"Petition P414 ""Rosentalanlage stärken""";2020-03-06;;Künste & Unterhaltung;Nutzung & Regulierung;Klimawandel;https://grosserrat.bs.ch/index.php?option=com_gribs&view=geschaeft&laufnr=200110183;A
20.5082;Interpellation;FDP;Zappalà, Andreas;Interpellation Nr. 16 Andreas Zappalà betreffend Hafen-Ersatzflächen;2020-03-11;;Raumplanung;Biodiversität;;https://grosserrat.bs.ch/index.php?option=com_gribs&view=geschaeft&laufnr=200110178;A
20.5075;Anzug;GLP;Wüest-Rudin, David;Anzug David Wüest-Rudin und Konsorten betreffend Pilotversuch mit Mobility Pricing in Basel-Stadt;2020-03-11;;Motorisierter Individualverkehr;;;https://grosserrat.bs.ch/index.php?option=com_gribs&view=geschaeft&laufnr=200110171;A
20.5074;Anzug;GLP;Wüest-Rudin, David;Anzug David Wüest-Rudin und Konsorten betreffend Vergünstigungen in Parkings für Elektroautos;2020-03-11;;Parkraumbewirtschaftung;Klima & Luft;;https://grosserrat.bs.ch/index.php?option=com_gribs&view=geschaeft&laufnr=200110170;A
20.5071;Anzug;;Wegmann, Barbara;Anzug Barbara Wegmann und Konsorten betreffend bessere Velosicherheit von der Johanniterbrücke bis zum Bahnhof SBB;2020-03-11;;Veloverkehr;Verkehrssicherheit;;https://grosserrat.bs.ch/index.php?option=com_gribs&view=geschaeft&laufnr=200110167;B
20.5065;Schriftliche Anfrage;EVP;Widmer-Huber, Thomas;"Schriftliche Anfrage Thomas Widmer-Huber betreffend Stärkung der Ehepaare via Abgabe der Broschüre ""Wie man die Liebe pflegt""";2020-02-12;;Kinder, Jugendliche & Familien;;;https://grosserrat.bs.ch/index.php?option=com_gribs&view=geschaeft&laufnr=200110161;A
20.5059;Interpellation;Mitte;Isler, Beatrice;Interpellation Nr. 14 Beatrice Isler betreffend Rathaus: Haus des Parlaments?;2020-03-11;;Parlament & Regierung;;;https://grosserrat.bs.ch/index.php?option=com_gribs&view=geschaeft&laufnr=200110155;A
20.5034;Schriftliche Anfrage;SP;Cuénod, Tim;Schriftliche Anfrage Tim Cuénod betreffend des Ausbaus von Solarenergieinstallationen durch bessere Information über die geänderte Rechtslage;2020-02-12;;Energieversorgung;Raumplanung;Klimawandel;https://grosserrat.bs.ch/index.php?option=com_gribs&view=geschaeft&laufnr=200110126;A
20.5029;Schriftliche Anfrage;BastA!;Messerli, Beatrice;Schriftliche Anfrage Beatrice Messerli betreffend Massnahmen gegen sexuelle Belästigungen an der Uni;2020-02-12;;Hochschulen & Weiterbildung;Polizei & Kriminalität;;https://grosserrat.bs.ch/index.php?option=com_gribs&view=geschaeft&laufnr=200110121;A
20.5028;Anzug;Mitte;Herter, Balz;Anzug Balz Herter und Andrea Elisabeth Knellwolf betreffend Kongressstadt Basel;2020-02-12;;Privatwirtschaft & Standort;;;https://grosserrat.bs.ch/index.php?option=com_gribs&view=geschaeft&laufnr=200110120;B
20.5024;Interpellation;SP;Mazzotti, Sasha;Interpellation Nr. 2 Sasha Mazzotti betreffend Lärmsanierung;2020-02-12;;Lärm;Areale & Quartiere;;https://grosserrat.bs.ch/index.php?option=com_gribs&view=geschaeft&laufnr=200110117;A
